FILE,FIELD,RMSE,ERROR,
heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv,Capex_a_PV_district_scale_USD,414992.3516010001,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv,Capex_a_PeakBoiler_NG_district_scale_USD,73289.8598410002,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv,Capex_a_SC_ET_district_scale_USD,27524156.8444087878,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv,Capex_a_SC_FP_district_scale_USD,247380.8958760106,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv,Capex_a_SeasonalStorage_WS_district_scale_USD,78927055.1280999333,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv,Capex_a_SubstationsHeating_district_scale_USD,0.0000000000,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv,Capex_total_BackupBoiler_NG_district_scale_USD,963613772.8526411057,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv,Capex_total_BaseBoiler_NG_district_scale_USD,0.0000000000,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv,Capex_total_CHP_NG_district_scale_USD,0.0000000000,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv,Capex_total_DHN_district_scale_USD,0.0000000000,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv,Capex_total_Furnace_dry_district_scale_USD,0.0000000000,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv,Capex_total_Furnace_wet_district_scale_USD,552049000000.0000000000,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv,Capex_total_GHP_district_scale_USD,20643948147.2003974915,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv,Capex_total_GRID_district_scale_USD,0.0000000000,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv,Capex_total_HP_Lake_district_scale_USD,0.0000000000,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv,Capex_total_HP_Server_district_scale_USD,0.0000000000,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv,Capex_total_HP_Sewage_district_scale_USD,0.0000000000,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv,Capex_total_PVT_district_scale_USD,641188237.6730401516,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv,Capex_total_PV_district_scale_USD,64451176.3662010208,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv,Capex_total_PeakBoiler_NG_district_scale_USD,11382452.2165209800,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv,Capex_total_SC_ET_district_scale_USD,4274684968.1555886269,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv,Capex_total_SC_FP_district_scale_USD,38419827.8471307084,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv,Capex_total_SeasonalStorage_WS_district_scale_USD,12897800103.7842884064,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv,Capex_total_SubstationsHeating_district_scale_USD,0.0000000000,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv,GHG_DB_district_scale_tonCO2yr,0.4212010000,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv,GHG_GRID_exports_district_scale_tonCO2yr,0.0136890000,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv,GHG_GRID_imports_district_scale_tonCO2yr,0.0207360000,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv,GHG_NG_district_scale_tonCO2yr,0.2152960000,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv,GHG_WB_district_scale_tonCO2yr,1.1902810000,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv,Opex_fixed_BackupBoiler_NG_district_scale_USD,2409033.0352360001,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv,Opex_fixed_BaseBoiler_NG_district_scale_USD,0.0000000000,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv,Opex_fixed_CHP_NG_district_scale_USD,0.0000000000,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv,Opex_fixed_DHN_district_scale_USD,0.0000000000,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv,Opex_fixed_Furnace_dry_district_scale_USD,0.0000000000,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv,Opex_fixed_Furnace_wet_district_scale_USD,1380122500.0000000000,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv,Opex_fixed_GHP_district_scale_USD,111608.7782410000,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv,Opex_fixed_GRID_district_scale_USD,0.0000000000,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv,Opex_fixed_HP_Lake_district_scale_USD,0.0000000000,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv,Opex_fixed_HP_Server_district_scale_USD,0.0000000000,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv,Opex_fixed_HP_Sewage_district_scale_USD,0.0000000000,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv,Opex_fixed_PVT_district_scale_USD,38323.1521690000,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv,Opex_fixed_PV_district_scale_USD,6445.0389610000,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv,Opex_fixed_PeakBoiler_NG_district_scale_USD,28456.3161000000,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv,Opex_fixed_SC_ET_district_scale_USD,10392925.1256360039,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv,Opex_fixed_SC_FP_district_scale_USD,96049.7865610010,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv,Opex_fixed_SeasonalStorage_WS_district_scale_USD,1289780.4192249947,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv,Opex_fixed_SubstationsHeating_district_scale_USD,0.0000000000,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv,Opex_var_DB_district_scale_USD,25022775.1847289987,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv,Opex_var_GRID_exports_district_scale_USD,63497.9521440000,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv,Opex_var_GRID_imports_district_scale_USD,96574.2636960006,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv,Opex_var_NG_district_scale_USD,29935.2283240000,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv,Opex_var_WB_district_scale_USD,70682525.1441000104,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_building_scale_heating_capacity.csv,Capacity_BaseBoiler_NG_heat_building_scale_W,83.2028040000,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_building_scale_heating_capacity.csv,Capacity_FC_NG_heat_building_scale_W,0.0000000000,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_building_scale_heating_capacity.csv,Capacity_GS_HP_heat_building_scale_W,0.0000000000,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_Cooling_Activation_Pattern.csv,E_Trigen_NG_gen_W,0.0000000000,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_Cooling_Activation_Pattern.csv,Q_BackupVCC_AS_W,0.0000000000,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_Cooling_Activation_Pattern.csv,Q_BackupVCC_AS_directload_W,0.0000000000,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_Cooling_Activation_Pattern.csv,Q_BaseVCC_AS_gen_W,0.0000000000,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_Cooling_Activation_Pattern.csv,Q_BaseVCC_AS_gen_directload_W,0.0000000000,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_Cooling_Activation_Pattern.csv,Q_BaseVCC_WS_gen_W,0.0000000000,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_Cooling_Activation_Pattern.csv,Q_BaseVCC_WS_gen_directload_W,0.0000000000,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_Cooling_Activation_Pattern.csv,Q_DailyStorage_gen_directload_W,0.0000000000,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_Cooling_Activation_Pattern.csv,Q_PeakVCC_AS_gen_W,0.0000000000,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_Cooling_Activation_Pattern.csv,Q_PeakVCC_AS_gen_directload_W,0.0000000000,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_Cooling_Activation_Pattern.csv,Q_PeakVCC_WS_gen_W,0.0000000000,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_Cooling_Activation_Pattern.csv,Q_PeakVCC_WS_gen_directload_W,0.0000000000,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_Cooling_Activation_Pattern.csv,Q_Trigen_NG_gen_W,0.0000000000,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_Cooling_Activation_Pattern.csv,Q_Trigen_NG_gen_directload_W,0.0000000000,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_Cooling_Activation_Pattern.csv,Q_districtcooling_sys_req_W,0.0000000000,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_district_scale_electrical_capacity.csv,Capacity_GRID_el_district_scale_W,4128581.0358809982,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_district_scale_electrical_capacity.csv,Capacity_PV_el_district_scale_W,27599808.6167039871,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_district_scale_electrical_capacity.csv,Capacity_PV_el_district_scale_m2,9897.6631690000,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_district_scale_heating_capacity.csv,Capacity_BackupBoiler_NG_heat_district_scale_W,2795908.3774090009,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_district_scale_heating_capacity.csv,Capacity_BaseBoiler_NG_heat_district_scale_W,295433153.5725610852,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_district_scale_heating_capacity.csv,Capacity_CHP_DB_el_district_scale_W,49970902.3801000044,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_district_scale_heating_capacity.csv,Capacity_CHP_DB_heat_district_scale_W,212742556.9758088887,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_district_scale_heating_capacity.csv,Capacity_CHP_NG_el_district_scale_W,0.0000000000,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_district_scale_heating_capacity.csv,Capacity_CHP_NG_heat_district_scale_W,0.0000000000,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_district_scale_heating_capacity.csv,Capacity_CHP_WB_el_district_scale_W,27109454.1422760002,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_district_scale_heating_capacity.csv,Capacity_CHP_WB_heat_district_scale_W,1254566907.4579560757,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_district_scale_heating_capacity.csv,Capacity_HP_DS_heat_district_scale_W,0.0000000000,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_district_scale_heating_capacity.csv,Capacity_HP_GS_heat_district_scale_W,1254479988.6123206615,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_district_scale_heating_capacity.csv,Capacity_HP_SS_heat_district_scale_W,2441000.0169000025,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_district_scale_heating_capacity.csv,Capacity_HP_WS_heat_district_scale_W,9758707.4754489772,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_district_scale_heating_capacity.csv,Capacity_PVT_district_scale_m2,3580.8256000000,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_district_scale_heating_capacity.csv,Capacity_PVT_el_district_scale_W,91671892.8079359978,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_district_scale_heating_capacity.csv,Capacity_PVT_heat_district_scale_W,2150798024.6298089027,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_district_scale_heating_capacity.csv,Capacity_PeakBoiler_NG_heat_district_scale_W,156301254.2025000751,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_district_scale_heating_capacity.csv,Capacity_SC_ET_district_scale_m2,915.4255360000,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_district_scale_heating_capacity.csv,Capacity_SC_ET_heat_district_scale_W,475894574.0400640965,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_district_scale_heating_capacity.csv,Capacity_SC_FP_district_scale_m2,8.4622810000,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_district_scale_heating_capacity.csv,Capacity_SC_FP_heat_district_scale_W,5081611.5030490104,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_district_scale_heating_capacity.csv,Capacity_SeasonalStorage_WS_heat_district_scale_W,4818698704169.3564453125,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_district_scale_heating_capacity.csv,Capacity_SeasonalStorage_WS_heat_district_scale_m3,26361.7437690000,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_Electricity_Activation_Pattern.csv,E_CHP_gen_directload_W,0.0000000000,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_Electricity_Activation_Pattern.csv,E_CHP_gen_export_W,0.0000000000,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_Electricity_Activation_Pattern.csv,E_Furnace_dry_gen_directload_W,6022495.3308709329,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_Electricity_Activation_Pattern.csv,E_Furnace_dry_gen_export_W,583915.2025777928,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_Electricity_Activation_Pattern.csv,E_Furnace_wet_gen_directload_W,1631053.9892185293,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_Electricity_Activation_Pattern.csv,E_Furnace_wet_gen_export_W,164813.5075736470,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_Electricity_Activation_Pattern.csv,E_GRID_directload_W,32041686.4801693223,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_Electricity_Activation_Pattern.csv,E_PVT_gen_directload_W,3959111.0428477195,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_Electricity_Activation_Pattern.csv,E_PVT_gen_export_W,634877.5299296831,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_Electricity_Activation_Pattern.csv,E_PV_gen_directload_W,6330582.6842993814,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_Electricity_Activation_Pattern.csv,E_PV_gen_export_W,1051122.3636844500,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_Electricity_Activation_Pattern.csv,E_Trigen_gen_directload_W,0.0000000000,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_Electricity_Activation_Pattern.csv,E_Trigen_gen_export_W,0.0000000000,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_Electricity_Requirements_Pattern.csv,E_BackupBoiler_req_W,1.3498609579,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_Electricity_Requirements_Pattern.csv,E_BackupVCC_AS_req_W,0.0000000000,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_Electricity_Requirements_Pattern.csv,E_BaseBoiler_req_W,625.4859864922,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_Electricity_Requirements_Pattern.csv,E_BaseVCC_AS_req_W,0.0000000000,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_Electricity_Requirements_Pattern.csv,E_BaseVCC_WS_req_W,0.0000000000,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_Electricity_Requirements_Pattern.csv,E_DCN_req_W,0.0000000000,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_Electricity_Requirements_Pattern.csv,E_DHN_req_W,0.0312069089,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_Electricity_Requirements_Pattern.csv,E_GHP_req_W,219177.5274113519,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_Electricity_Requirements_Pattern.csv,E_HP_Lake_req_W,12404215.6989103220,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_Electricity_Requirements_Pattern.csv,E_HP_PVT_req_W,1110401.0362081344,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_Electricity_Requirements_Pattern.csv,E_HP_SC_ET_req_W,3538.3539534104,ok,
heating\outputs\data\optimization\slave\gen_0\ind_3_Electricity_Requirements_Pattern.csv,E_HP_SC_FP_req_W,2751.9558684595,ok,
